Energy (eV),e1,e2
1.462391,8.864363,0.012099
1.459684,8.850498,0.016662
1.456987,8.825068,0.021857
1.4543,8.799149,0.020224
1.451623,8.778868,0.018213
1.448957,8.756467,0.015626
1.4463,8.732924,0.007378
1.443653,8.718326,0.001654
1.441016,8.708062,0
1.438389,8.695224,0
1.435772,8.687653,0
1.433164,8.68096,0
1.430566,8.672685,0.000011
1.427978,8.663162,0.003033
1.425399,8.65798,0.006987
1.42283,8.648739,0.011655
1.42027,8.635579,0.015981
1.41772,8.625898,0.016308
1.415179,8.613385,0.019804
1.412647,8.593081,0.020931
1.410125,8.575408,0.016163
1.407612,8.565073,0.013926
1.405108,8.551044,0.011476
1.402613,8.537158,0.006117
1.400127,8.531013,0.001311
1.39765,8.525865,0
1.395182,8.51791,0
1.392723,8.51323,0
1.390273,8.512856,0
1.387832,8.507977,0.000014
1.385399,8.502028,0.002654
1.382976,8.499913,0.004839
1.380561,8.496858,0.00898
1.378154,8.48735,0.013136
1.375756,8.48152,0.013823
1.373367,8.477262,0.017103
1.370986,8.466014,0.020943
1.368614,8.449359,0.020914
1.36625,8.441179,0.019668
1.363894,8.4312,0.020595
1.361547,8.415623,0.019073
1.359208,8.403729,0.013573
1.356877,8.399993,0.009249
1.354555,8.394804,0.007054
1.35224,8.386078,0.003736
1.349934,8.38088,0.000754
1.347636,8.382735,0
1.345345,8.380677,0.000166
1.343063,8.376385,0.000953
1.340789,8.373692,0.001141
1.338523,8.375278,0.004188
1.336264,8.373116,0.008564
1.334014,8.367119,0.011771
1.331771,8.364235,0.01211
1.329535,8.364629,0.016705
1.327308,8.357626,0.023311
1.325088,8.348194,0.023281
1.322876,8.34282,0.024324
1.320672,8.339415,0.029418
1.318475,8.322074,0.033315
1.316285,8.307482,0.030921
1.314103,8.301167,0.02766
1.311928,8.290681,0.025102
1.309761,8.279282,0.021382
1.307601,8.275435,0.015826
1.305449,8.273855,0.013822
1.303304,8.268914,0.0123
1.301166,8.262786,0.007821
1.299035,8.263974,0.004221
1.296911,8.265532,0.005422
1.294795,8.262563,0.006939
1.292686,8.258872,0.006889
1.290583,8.261746,0.007192
1.288488,8.264076,0.011394
1.2864,8.259767,0.01739
1.284319,8.254076,0.019881
1.282244,8.251706,0.019718
1.280177,8.252509,0.023339
1.278116,8.244385,0.028699
1.276062,8.233583,0.02922
1.274016,8.228292,0.027473
1.271975,8.2284,0.028264
1.269942,8.218441,0.032718
1.267915,8.206849,0.03127
1.265895,8.200839,0.027792
1.263882,8.199107,0.028683
1.261875,8.190712,0.028515
1.259875,8.181289,0.023754
1.257881,8.178742,0.022339
1.255894,8.1784,0.021544
1.253913,8.175349,0.019476
1.251939,8.170318,0.016251
1.249971,8.168423,0.013463
1.248009,8.169171,0.012582
1.246054,8.172894,0.01176
1.244105,8.172256,0.013213
1.242163,8.171,0.014112
1.240227,8.169365,0.015892
1.223788,8.153986,0
1.219735,8.147901,0
1.215708,8.133613,0
1.211706,8.124684,0
1.207729,8.107776,0.000046
1.203776,8.10028,0
1.199848,8.088337,0
1.195944,8.085736,0
1.192064,8.078829,0
1.188208,8.079277,0
1.184376,8.07515,0
1.180567,8.076406,0
1.176781,8.07082,0
1.173018,8.069279,0
1.169278,8.06022,0
1.165561,8.057033,0
1.161866,8.045558,0
1.158193,8.039128,0
1.154542,8.02598,0
1.150914,8.019327,0
1.147306,8.00856,0
1.143721,8.00531,0
1.140156,7.998077,0
1.136613,7.998112,0
1.13309,7.993562,0
1.129589,7.994987,0
1.126108,7.990572,0
1.122647,7.990905,0
1.119207,7.983708,0
1.115787,7.982391,0
1.112386,7.975162,0
1.109006,7.972215,0
1.105645,7.962772,0
1.102303,7.958464,0
1.098981,7.947593,0
1.095678,7.943031,0
1.092394,7.932898,0
1.089128,7.930426,0
1.085881,7.923378,0
1.082653,7.922804,0
1.079443,7.918614,0
1.076252,7.919863,0
1.073078,7.916139,0
1.069922,7.917399,0
1.066784,7.912243,0
1.063664,7.910533,0
1.060561,7.904158,0
1.057476,7.904119,0
1.054408,7.897924,0
1.051357,7.89618,0
1.048322,7.88779,0
1.045305,7.885367,0
1.042304,7.876193,0
1.03932,7.872886,0
1.036353,7.864287,0
1.033401,7.86173,0
1.030466,7.854962,0
1.027547,7.854492,0
1.024644,7.849964,0
1.021756,7.850926,0
1.018885,7.847286,0
1.016029,7.849535,0
1.013188,7.846158,0
1.010363,7.846807,0
1.007552,7.840176,0
1.004757,7.839344,0
1.001977,7.835159,0
0.999212,7.835101,0
0.996462,7.829457,0
0.993726,7.828231,0
0.991005,7.821589,0
0.988298,7.820172,0
0.985605,7.812595,0
0.982927,7.809966,0
0.980263,7.802465,0
0.977613,7.800189,0
0.974977,7.793323,0
