,Photon Energy (eV),e1,e2,N,n,k
179,2.498156,7.339441457,1.720924277,(2.7274476523379523+0.31548254935839626j),2.727447652,0.315482549
180,2.490174,7.32389645,1.706270473,(2.724327830093536+0.3131543960658522j),2.72432783,0.313154396
181,2.482242,7.308567149,1.69195926,(2.7212520629088877+0.3108788198410637j),2.721252063,0.31087882
182,2.474361,7.2934551,1.677983946,(2.718220543095858+0.30865485698568007j),2.718220543,0.308654857
183,2.466531,7.278559823,1.664336209,(2.715233065179009+0.30648127971521844j),2.715233065,0.30648128
184,2.45875,7.263877016,1.651004542,(2.712288665042224+0.3043563473206496j),2.712288665,0.304356347
185,2.451018,7.249406168,1.637981212,(2.7093871465714985+0.3022789146947944j),2.709387147,0.302278915
186,2.443335,7.235146712,1.625258678,(2.7065283095468717+0.3002478622236535j),2.70652831,0.300247862
187,2.4357,7.221096199,1.612827965,(2.7037115825928564+0.29826183673264767j),2.703711583,0.298261837
188,2.428112,7.207252195,1.600680384,(2.7009364035349326+0.2963195249638574j),2.700936404,0.296319525
189,2.420573,7.193617689,1.588812199,(2.698203302501429+0.29442040149857945j),2.698203303,0.294420401
190,2.41308,7.180186576,1.577211949,(2.695510992295328+0.29256270026569614j),2.695510992,0.2925627
191,2.405633,7.166958212,1.565873162,(2.6928592848751833+0.29074544861731255j),2.692859285,0.290745449
192,2.398232,7.153931918,1.554789507,(2.6902479894763056+0.28896769245626375j),2.690247989,0.288967692
193,2.390877,7.141106978,1.543954792,(2.6876769126887288+0.2872284954867788j),2.687676913,0.287228495
194,2.383568,7.128482649,1.533362953,(2.685145858509962+0.28552693849975913j),2.685145859,0.285526938
195,2.376302,7.116053046,1.523003811,(2.6826536043217426+0.28386143633988886j),2.682653604,0.283861436
196,2.369082,7.103822571,1.512875929,(2.680200992924989+0.28223180512644874j),2.680200993,0.282231805
197,2.361905,7.091785384,1.502969496,(2.677786816622449+0.2806365105101471j),2.677786817,0.280636511
198,2.354772,7.07994243,1.493280466,(2.6754112306887428+0.2790749416019898j),2.675411231,0.279074942
199,2.347682,7.06829129,1.483802153,(2.6730737185572635+0.27754605915740077j),2.673073719,0.277546059
200,2.340634,7.056829588,1.474528054,(2.67077377460328+0.2760488492190762j),2.670773775,0.276048849
201,2.333629,7.045558195,1.465454411,(2.6685115467075144+0.2745827373981811j),2.668511547,0.274582737
202,2.326667,7.034476307,1.456576205,(2.6662868487400044+0.2731469432578576j),2.666286849,0.273146943
203,2.319746,7.023579964,1.447886014,(2.6640988629652256+0.2717402936069849j),2.664098863,0.271740294
204,2.312865,7.012866873,1.439377876,(2.661947107232827+0.27036184757685106j),2.661947107,0.270361848
205,2.306026,7.002339379,1.431049602,(2.6598320329748066+0.26901127292065385j),2.659832033,0.269011273
206,2.299228,6.991995125,1.422895357,(2.657753148783586+0.2676876438220956j),2.657753149,0.267687644
207,2.292469,6.98183031,1.414908274,(2.6557096733487278+0.26638986334222525j),2.655709673,0.266389863
208,2.285751,6.971847158,1.407086315,(2.6537020383920997+0.2651176157977829j),2.653702038,0.265117616
209,2.279072,6.962041894,1.399422809,(2.6517294699020466+0.26386983009513926j),2.65172947,0.26386983
210,2.272432,6.952413744,1.391913525,(2.6497917985099098+0.26264582859613733j),2.649791799,0.262645829
211,2.265831,6.942961911,1.384554285,(2.6478888511482346+0.26144494019469755j),2.647888851,0.26144494
212,2.259268,6.933684171,1.377339872,(2.646020167897734+0.2602663216666555j),2.646020168,0.260266322
213,2.252743,6.924579733,1.37026626,(2.6441855783927903+0.25910932104945056j),2.644185578,0.259109321
