Energy (eV),Wavelength (nm),n,k,e1,e2
1.016029,1220.438232,1.496108,0.000004,2.238339,0.000011
1.013188,1223.859985,1.496075,0.000004,2.238241,0.000011
1.010363,1227.282349,1.496042,0.000004,2.238143,0.000011
1.007552,1230.705322,1.49601,0.000004,2.238046,0.000011
1.004757,1234.128906,1.495977,0.000004,2.237948,0.000011
1.001977,1237.552979,1.495945,0.000004,2.237851,0.000011
0.999212,1240.977783,1.495912,0.000004,2.237753,0.000011
0.996462,1244.403076,1.49588,0.000004,2.237656,0.000011
0.993726,1247.828979,1.495847,0.000004,2.237559,0.000011
0.991005,1251.255493,1.495815,0.000004,2.237461,0.000011
0.988298,1254.682373,1.495782,0.000004,2.237364,0.000011
0.985605,1258.109985,1.49575,0.000004,2.237267,0.000011
0.982927,1261.537964,1.495717,0.000004,2.23717,0.000011
0.980263,1264.966553,1.495685,0.000004,2.237073,0.000011
0.977613,1268.39563,1.495652,0.000004,2.236976,0.000011
0.974977,1271.825195,1.49562,0.000004,2.236879,0.000011
0.972354,1275.255249,1.495587,0.000004,2.236782,0.000011
0.969746,1278.685791,1.495555,0.000004,2.236685,0.000011
0.967151,1282.116821,1.495523,0.000004,2.236588,0.000011
0.964569,1285.548218,1.49549,0.000004,2.236491,0.000011
0.962001,1288.980225,1.495458,0.000004,2.236394,0.000011
0.959446,1292.412476,1.495425,0.000004,2.236297,0.000011
0.956904,1295.845337,1.495393,0.000004,2.236201,0.000011
0.954376,1299.278564,1.495361,0.000004,2.236104,0.000011
0.95186,1302.712158,1.495328,0.000004,2.236007,0.000011
0.949358,1306.14624,1.495296,0.000004,2.23591,0.000011
0.946868,1309.580566,1.495264,0.000004,2.235813,0.000011
0.944391,1313.015381,1.495231,0.000004,2.235717,0.000011
0.941927,1316.450562,1.495199,0.000004,2.23562,0.000011
0.939475,1319.886108,1.495167,0.000004,2.235523,0.000011
0.937036,1323.322021,1.495134,0.000004,2.235426,0.000011
0.934609,1326.758301,1.495102,0.000004,2.23533,0.000011
0.932194,1330.194824,1.49507,0.000004,2.235233,0.000011
0.929792,1333.631836,1.495037,0.000004,2.235136,0.00001
0.927402,1337.069092,1.495005,0.000003,2.235039,0.00001
0.925023,1340.506592,1.494972,0.000003,2.234943,0.00001
0.922657,1343.944458,1.49494,0.000003,2.234846,0.00001
0.920303,1347.382568,1.494908,0.000003,2.234749,0.00001
0.91796,1350.821045,1.494875,0.000003,2.234653,0.00001
0.915629,1354.259766,1.494843,0.000003,2.234556,0.00001
0.91331,1357.69873,1.494811,0.000003,2.234459,0.00001
0.911002,1361.137939,1.494778,0.000003,2.234362,0.00001
0.908706,1364.577393,1.494746,0.000003,2.234265,0.00001
0.906421,1368.017212,1.494713,0.000003,2.234168,0.00001
0.904148,1371.457153,1.494681,0.000003,2.234071,0.00001
0.901886,1374.897217,1.494649,0.000003,2.233974,0.00001
0.899634,1378.337646,1.494616,0.000003,2.233877,0.00001
0.897394,1381.778198,1.494584,0.000003,2.233781,0.00001
0.895165,1385.218994,1.494551,0.000003,2.233684,0.00001
0.892947,1388.659912,1.494519,0.000003,2.233587,0.00001
0.89074,1392.101074,1.494486,0.000003,2.23349,0.00001
0.888543,1395.542236,1.494454,0.000003,2.233392,0.00001
0.886358,1398.983765,1.494421,0.000003,2.233295,0.00001
0.884183,1402.425293,1.494389,0.000003,2.233198,0.00001
0.882018,1405.867065,1.494356,0.000003,2.233101,0.00001
0.879864,1409.308838,1.494324,0.000003,2.233004,0.00001
0.87772,1412.750854,1.494291,0.000003,2.232906,0.00001
0.875587,1416.192871,1.494259,0.000003,2.232809,0.00001
0.873464,1419.63501,1.494226,0.000003,2.232712,0.00001
0.871351,1423.077393,1.494193,0.000003,2.232614,0.00001
0.869248,1426.519653,1.494161,0.000003,2.232517,0.00001
0.867156,1429.962036,1.494128,0.000003,2.232419,0.00001
0.865073,1433.404541,1.494096,0.000003,2.232322,0.00001
0.863001,1436.846924,1.494063,0.000003,2.232224,0.00001
0.860938,1440.289551,1.49403,0.000003,2.232126,0.00001
0.858885,1443.732178,1.493998,0.000003,2.232028,0.00001
0.856842,1447.174805,1.493965,0.000003,2.231931,0.00001
0.854808,1450.617432,1.493932,0.000003,2.231833,0.00001
0.852785,1454.060059,1.493899,0.000003,2.231735,0.00001
0.85077,1457.502686,1.493867,0.000003,2.231637,0.00001
0.848765,1460.945313,1.493834,0.000003,2.231539,0.00001
0.84677,1464.387939,1.493801,0.000003,2.231441,0.00001
0.844784,1467.830444,1.493768,0.000003,2.231343,0.00001
0.842808,1471.272949,1.493735,0.000003,2.231245,0.00001
0.84084,1474.715454,1.493702,0.000003,2.231147,0.00001
0.838882,1478.157837,1.493669,0.000003,2.231048,0.000009
0.836933,1481.60022,1.493636,0.000003,2.23095,0.000009
0.834993,1485.04248,1.493603,0.000003,2.230851,0.000009
0.833062,1488.484619,1.49357,0.000003,2.230753,0.000009
0.83114,1491.926636,1.493538,0.000003,2.230654,0.000009
0.829227,1495.368652,1.493505,0.000003,2.230556,0.000009
0.827323,1498.810547,1.493471,0.000003,2.230457,0.000009
0.825427,1502.252197,1.493438,0.000003,2.230358,0.000009
0.823541,1505.693848,1.493405,0.000003,2.230259,0.000009
0.821663,1509.135376,1.493372,0.000003,2.23016,0.000009
0.819793,1512.57666,1.493339,0.000003,2.230061,0.000009
0.817932,1516.017822,1.493306,0.000003,2.229962,0.000009
0.81608,1519.45874,1.493273,0.000003,2.229863,0.000009
0.814236,1522.899536,1.493239,0.000003,2.229764,0.000009
0.812401,1526.340088,1.493206,0.000003,2.229664,0.000009
0.810574,1529.780518,1.493173,0.000003,2.229565,0.000009
0.808755,1533.220703,1.49314,0.000003,2.229465,0.000009
0.806945,1536.660767,1.493106,0.000003,2.229366,0.000009
0.805142,1540.100464,1.493073,0.000003,2.229266,0.000009
0.803348,1543.539917,1.493039,0.000003,2.229167,0.000009
0.801562,1546.979248,1.493006,0.000003,2.229067,0.000009
0.799784,1550.418213,1.492972,0.000003,2.228967,0.000009
0.798014,1553.857056,1.492939,0.000003,2.228867,0.000009
0.796252,1557.295532,1.492905,0.000003,2.228767,0.000009
0.794498,1560.733643,1.492872,0.000003,2.228667,0.000009
0.792752,1564.171631,1.492838,0.000003,2.228566,0.000009
0.791013,1567.609131,1.492805,0.000003,2.228466,0.000009
0.789283,1571.046509,1.492771,0.000003,2.228366,0.000009
0.78756,1574.483521,1.492737,0.000003,2.228265,0.000009
0.785845,1577.920166,1.492704,0.000003,2.228164,0.000009
0.784137,1581.356445,1.49267,0.000003,2.228064,0.000009
0.782437,1584.792358,1.492636,0.000003,2.227963,0.000009
0.780744,1588.227905,1.492602,0.000003,2.227862,0.000009
0.779059,1591.663208,1.492569,0.000003,2.227761,0.000009
0.777382,1595.098022,1.492535,0.000003,2.22766,0.000009
0.775711,1598.532471,1.492501,0.000003,2.227559,0.000009
0.774049,1601.966553,1.492467,0.000003,2.227458,0.000009
0.772393,1605.400269,1.492433,0.000003,2.227356,0.000008
0.770745,1608.833618,1.492399,0.000003,2.227255,0.000008
0.769104,1612.266357,1.492365,0.000003,2.227153,0.000008
0.76747,1615.698853,1.492331,0.000003,2.227052,0.000008
0.765843,1619.130859,1.492297,0.000003,2.22695,0.000008
0.764223,1622.562378,1.492263,0.000003,2.226848,0.000008
0.762611,1625.993408,1.492229,0.000003,2.226746,0.000008
0.761005,1629.424072,1.492194,0.000003,2.226644,0.000008
0.759406,1632.854248,1.49216,0.000003,2.226542,0.000008
0.757815,1636.283813,1.492126,0.000003,2.22644,0.000008
0.75623,1639.712891,1.492092,0.000003,2.226337,0.000008
0.754652,1643.141602,1.492057,0.000003,2.226235,0.000008
0.753081,1646.569702,1.492023,0.000003,2.226132,0.000008
0.751516,1649.997314,1.491989,0.000003,2.22603,0.000008
0.749959,1653.424438,1.491954,0.000003,2.225927,0.000008
0.748408,1656.850952,1.49192,0.000003,2.225824,0.000008
0.746863,1660.276978,1.491885,0.000003,2.225721,0.000008
0.745326,1663.702393,1.491851,0.000003,2.225618,0.000008
0.743795,1667.127197,1.491816,0.000003,2.225515,0.000008
0.74227,1670.551392,1.491781,0.000003,2.225412,0.000008
0.740752,1673.974976,1.491747,0.000003,2.225308,0.000008
0.73924,1677.398071,1.491712,0.000003,2.225205,0.000008
0.737735,1680.820557,1.491677,0.000003,2.225101,0.000008
0.736236,1684.242432,1.491643,0.000003,2.224998,0.000008
0.734744,1687.663696,1.491608,0.000003,2.224894,0.000008
