Energy (eV),Wavelength (nm),n,k,e1,e2
0.842808,1471.272949,1.444963,0,2.087917,0
0.84084,1474.715454,1.444923,0,2.087804,0
0.838882,1478.157837,1.444884,0,2.08769,0
0.836933,1481.60022,1.444845,0,2.087576,0
0.834993,1485.04248,1.444805,0,2.087462,0
0.833062,1488.484619,1.444766,0,2.087348,0
0.83114,1491.926636,1.444726,0,2.087234,0
0.829227,1495.368652,1.444687,0,2.087121,0
0.827323,1498.810547,1.444648,0,2.087007,0
0.825427,1502.252197,1.444608,0,2.086892,0
0.823541,1505.693848,1.444569,0,2.086778,0
0.821663,1509.135376,1.444529,0,2.086665,0
0.819793,1512.57666,1.44449,0,2.086551,0
0.817932,1516.017822,1.44445,0,2.086437,0
0.81608,1519.45874,1.444411,0,2.086323,0
0.814236,1522.899536,1.444372,0,2.08621,0
0.812401,1526.340088,1.444332,0,2.086096,0
0.810574,1529.780518,1.444293,0,2.085982,0
0.808755,1533.220703,1.444253,0,2.085868,0
0.806945,1536.660767,1.444214,0,2.085755,0
0.805142,1540.100464,1.444175,0,2.085641,0
0.803348,1543.539917,1.444135,0,2.085527,0
0.801562,1546.979248,1.444096,0,2.085413,0
0.799784,1550.418213,1.444057,0,2.085299,0
0.798014,1553.857056,1.444017,0,2.085186,0
0.796252,1557.295532,1.443978,0,2.085072,0
0.794498,1560.733643,1.443938,0,2.084958,0
0.792752,1564.171631,1.443899,0,2.084844,0
0.791013,1567.609131,1.44386,0,2.084731,0
0.789283,1571.046509,1.44382,0,2.084617,0
0.78756,1574.483521,1.443781,0,2.084503,0
0.785845,1577.920166,1.443741,0,2.084389,0
0.784137,1581.356445,1.443702,0,2.084276,0
0.782437,1584.792358,1.443663,0,2.084162,0
0.780744,1588.227905,1.443623,0,2.084049,0
0.779059,1591.663208,1.443584,0,2.083935,0
0.777382,1595.098022,1.443545,0,2.083822,0
0.775711,1598.532471,1.443505,0,2.083708,0
0.774049,1601.966553,1.443466,0,2.083594,0
0.772393,1605.400269,1.443427,0,2.083481,0
0.770745,1608.833618,1.443387,0,2.083367,0
0.769104,1612.266357,1.443348,0,2.083253,0
0.76747,1615.698853,1.443308,0,2.083139,0
0.765843,1619.130859,1.443269,0,2.083026,0
0.764223,1622.562378,1.44323,0,2.082913,0
0.762611,1625.993408,1.443191,0,2.0828,0
0.761005,1629.424072,1.443151,0,2.082686,0
0.759406,1632.854248,1.443112,0,2.082573,0
0.757815,1636.283813,1.443073,0,2.082459,0
0.75623,1639.712891,1.443033,0,2.082345,0
0.754652,1643.141602,1.442994,0,2.082232,0
0.753081,1646.569702,1.442955,0,2.082118,0
0.751516,1649.997314,1.442916,0,2.082006,0
0.749959,1653.424438,1.442876,0,2.081892,0
0.748408,1656.850952,1.442837,0,2.081779,0
0.746863,1660.276978,1.442798,0,2.081666,0
0.745326,1663.702393,1.442758,0,2.081552,0
0.743795,1667.127197,1.442719,0,2.081439,0
0.74227,1670.551392,1.44268,0,2.081326,0
0.740752,1673.974976,1.442641,0,2.081212,0
0.73924,1677.398071,1.442601,0,2.081099,0
0.737735,1680.820557,1.442562,0,2.080986,0
0.736236,1684.242432,1.442523,0,2.080873,0
0.734744,1687.663696,1.442484,0,2.080759,0
